psraid,sample,int_date,fcall,attempt,refusal,lang,version,cregion,state,density,usr,scregion,sstate,susr,igender,irace,llitext0,llitext,cpitext,form,form1,qs1,q1f1,q2f2,q3,q4a,q4b,q5a,q5b,q5cf1,q5df2,q9a,q9b,q9c,q9d,q9e,q14a,q14bf1,q14cf1,q14df1,q14ef2,q14ff2,q14gf2,q17a,q17b,q17c,q18a,q18b,q18c,q19,q20,q25,q26,q27,q28af1,q28bf2,q28cf2,q29,q30,q36a,q36bf1,q37f1,q37f1vb,Q37f1_OE1,Q37f1_OE2,q38,q40,q41,q42,q46a,q46b,q46cf1,q46df2,q47a,q47b,q47c,q47d,q48a,q48b,q48c,q48d,q48aa,q49,q50,q51,q52,q52vb,Q52_OE1,Q52_OE2,Q52_OE3,q53,q56a,q56b,q57,q58,q59,q60,q61,q62,q63f1,q69,q70f1a,q70f1avb,q70f1a_OE1,q70f1a_OE2,q70f1a_OE3,q71f2,q71f2vb,Q71f2_OE1,Q71f2_OE2,Q71f2_OE3,q72,sex,age,recage,recage2,educ2,receduc,hisp,race3m1,race3m2,race3m3,race3m4,racecmb,racethn,birth_hisp,usborn1a,lgbt,relig,chr,born,attend,q75,marital,q78,q79,parent,q80,q84,income,reg,party,partyln,ideo,teaparty3,hh1,hh3,ql1,ql1a,qc1,lc2,lc3,money2,phoneuse,phoneuse2,coweight,llweight,cweight,weight
102751.0,Landline,50313.0,130502.0,2.0,No,English,5/2 - changes,South,Texas,Lowest,Rural,South,Texas,R,Male,Hispanic,Leading newspapers and TV stations around the country,Male first,,Form 1,Form 1A,,Don’t know/Refused (VOL.),,Approve,Disapprove,Disapprove,Able to get things done,A strong leader,Doesn’t stand up for what he believes in,,Some,Don't know/Refused (VOL.),Some,A lot,A lot,Major changes,Works pretty well/Only minor changes,Major changes,Works pretty well/Only minor changes,,,,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,2. Homosexuality should be discouraged by society,1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Republican Party,Both equally (VOL.),Both equally (VOL.),Don’t know/Refused (VOL.),,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Don't know/Refused (VOL.),,,,A lot,Don't think of it this way,Strongly oppose,Strongly oppose,,,,,Inevitable,Protect the right of Americans to own guns,Not at all likely,"Yes, would",Favor,Favor,Favor,,No,No,No,No,,,,,,Not at all,Too much,Should,,,,,,"Yes, respondent",Very unfavorable,Very unfavorable,Being gay or lesbian is just the way that some people choose to live?,"Yes, a lot of conflict",Yes,[VOL. DO NOT READ] None,No,No,Very upset,It makes you uncomfortable to be around homosexuals,Don't know/Refused,,Don't know/Refused,,,,,,,,Is a sin,Female,71.0,65+,65+,Two year associate degree from any college or university,Some coll/Assoc degree,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",Native American/American Indian/Alaska Native (VOL.),,,Mixed Race,Other,,,"One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"Yes, would",Once a week,Very important,Divorced,Not sure,No,No,No,,"20 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],No preference (VOL.),Democrat,Very conservative,,2.0,2.0,"Yes, have cell phone",,,,All or almost all calls on a cell phone,,Dual/most cell,Dual from LL,1.7586206896551726,2.0833333333333335,,1.4137931034482758
102753.0,Landline,50313.0,130503.0,2.0,No,English,5/2 - changes,Midwest,Illinois,Lowest,Rural,Midwest,Illinois,R,Female,White,Leading newspapers and TV stations around the country,Male first,,Form 1,Form 1A,,Dissatisfied,,Disapprove,Disapprove,Disapprove,Not able to get things done,Not a strong leader,Stands up for what he believes in,,Only a little,Only a little,Don't know/Refused (VOL.),Only a little,Don't know/Refused (VOL.),Don't know/Refused (VOL.),Works pretty well/Only minor changes,Major changes,Major changes,,,,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,1. Homosexuality should be accepted by society [OR],Don't know/Refused (VOL.),Republican Party,Neither (VOL.),Republican Party,Not working together,[VOL. DO NOT READ] Both,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Kept at present level,,,,Somewhat,Don't think of it this way,Favor,Favor,,,,,Inevitable,Protect the right of Americans to own guns,"Not too likely, or","No, would not",Favor,Favor,Oppose,,No,No,No,No,,,,,,Somewhat,Right amount,Should,,,,,,"No, nobody in household owns a gun",Mostly favorable,Mostly favorable,People are born gay or lesbian,"Yes, a lot of conflict",Yes,Some [OR],No,No,Somewhat upset,It Doesn't bother you to be around homosexuals [OR],Answer given,ELLEN DEGENERES,Ellen DeGeneres,,,,,,,,Is a sin,Female,56.0,55-64,50-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"Yes, would",Once a week,Somewhat important,Never been married,No,No,No,No,No,"50 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Conservative,No opinion either way,1.0,,"Yes, have cell phone",,,Some on a cell phone and some on a regular home phone,,,"Dual/few, some cell",Dual from LL,1.0,1.1666666666666667,,1.0
102754.0,Landline,50313.0,130503.0,2.0,No,English,5/2 - changes,Midwest,Minnesota,Highest,Urban,Midwest,Minnesota,U,Female,Hispanic,Leading newspapers and TV stations around the country,Male first,,Form 2,,,,Right direction,Approve,Disapprove,Approve,Able to get things done,A strong leader,,Fights hard,Some,A lot,Some,Some,A lot,Completely rebuilt,,,,Major changes,Major changes,Works pretty well/Only minor changes,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,1. Homosexuality should be accepted by society [OR],2. The Islamic religion does not encourage violence more than others,Democratic Party,Democratic Party,Democratic Party,Not working together,Republican leaders in Congress,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Increased,,,,Not much,Don't think of it this way,Strongly favor,,,,,,Inevitable,Control gun ownership,Somewhat likely,"Yes, would",Favor,Favor,,Favor,No,No,Yes,No,,,Yes,,,Not too much,Too much,Should,,,,,,"No, nobody in household owns a gun",Very favorable,Very favorable,People are born gay or lesbian,"No, no conflict",Yes,A lot,Yes,Yes,,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Is not a sin,Male,57.0,55-64,50-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD...)",Coll+,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",No,,More than once a week,Very important,Married,,,Yes,,,"75 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Very liberal,,4.0,2.0,"Yes, have cell phone",,,,Some on a cell phone and some on a regular home phone,,"Dual/few, some cell",Dual from LL,1.7241379310344829,3.9166666666666665,,1.5517241379310347
102755.0,Landline,50313.0,130503.0,2.0,No,English,5/2 - changes,Midwest,Illinois,3.0,Urban,Midwest,Illinois,U,Male,White,Leading newspapers and TV stations around the country,Female first,,Form 2,,,,Right direction,Approve,Disapprove,Approve,Able to get things done,A strong leader,,Fights hard,Some,Some,A lot,Some,A lot,Completely rebuilt,,,,Works pretty well/Only minor changes,Works pretty well/Only minor changes,Major changes,1. Poor people today have it easy because they can get government benefits without doing anything in return [OR],2. Homosexuality should be discouraged by society,2. The Islamic religion does not encourage violence more than others,Republican Party,Republican Party,Democratic Party,Working together,,There should be a way for those who meet certain requirements to stay in the country legally,"Be able to apply for permanent residency, but not U.S. citizenship",Kept at present level,,,,A lot,Like rewarding them for doing something wrong,Strongly oppose,,,,,,Inevitable,Protect the right of Americans to own guns,Very likely,"Yes, would",Oppose,Favor,,Favor,No,No,No,No,,,,,,Not at all,Too much,Should,,,,,,"No, nobody in household owns a gun",Very unfavorable,Very unfavorable,People are born gay or lesbian,"Yes, a lot of conflict",Yes,A lot,Yes,Yes,,It Doesn't bother you to be around homosexuals [OR],,,,,,Answer given,BECAUSE OUR RELIGION SAYS ITS NOT OK,Morally wrong,,,Is a sin,Female,40.0,35-44,30-49,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",,,,Black,"Black, non-Hisp",,,"One: Heterosexual or straight,",Christian (VOL.),,"Yes, would",More than once a week,Very important,Never been married,Yes,Yes,No,Yes,,"40 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Moderate,,3.0,3.0,"Yes, have cell phone",,,,All or almost all calls on a regular home phone,,"Dual/few, some cell",Dual from LL,5.06896551724138,17.0,,3.344827586206897
102758.0,Landline,50313.0,130501.0,2.0,No,English,5/2 - changes,Midwest,Minnesota,3.0,Suburban,Midwest,Minnesota,S,Female,White,Some important issues today,Male first,,Form 1,Form 1A,,Dissatisfied,,Disapprove,Approve,Disapprove,Not able to get things done,Not a strong leader,Doesn’t stand up for what he believes in,,None at all,Only a little,None at all,Some,Some,Major changes,Works pretty well/Only minor changes,Completely rebuilt,Major changes,,,,1. Poor people today have it easy because they can get government benefits without doing anything in return [OR],2. Homosexuality should be discouraged by society,1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Republican Party,Republican Party,Democratic Party,Not working together,Barack Obama [OR],There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Kept at present level,,,,A lot,Like rewarding them for doing something wrong,Strongly oppose,Favor,Answer given,BECAUSE IT IS AGAINST MY RELIGION,Morally wrong/Against religious beliefs/A sin/The Bible says,,Inevitable,Protect the right of Americans to own guns,"Not too likely, or","Yes, would",Oppose,Oppose,Favor,,No,No,No,No,,,,,,Somewhat,Right amount,Should not,,,,,,"Yes, both (VOL.)",Mostly unfavorable,Don't know/Refused (VOL.),Being gay or lesbian is just the way that some people choose to live?,"Yes, a lot of conflict",Yes,Some [OR],No,No,Very upset,It Doesn't bother you to be around homosexuals [OR],Answer given,JASON COLLINS OR ANDERSON COOPER,Jason Collins,Anderson Cooper,,,,,,,Is a sin,Male,23.0,18-24,18-29,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"Yes, would",Once a week,Very important,Never been married,Yes,Yes,No,No,Yes,"50 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Very conservative,Agree,3.0,3.0,"Yes, have cell phone",,,,Some on a cell phone and some on a regular home phone,,"Dual/few, some cell",Dual from LL,6.206896551724139,25.75,,2.5517241379310347
102761.0,Landline,50313.0,130502.0,2.0,No,English,5/2 - changes,Midwest,Illinois,Lowest,Rural,Midwest,Illinois,R,Male,Black or African-American,Leading newspapers and TV stations around the country,Female first,,Form 1,Form 1B,,Dissatisfied,,Disapprove,Disapprove,Disapprove,Not able to get things done,Not a strong leader,Doesn’t stand up for what he believes in,,Only a little,Only a little,Some,Some,Some,Works pretty well/Only minor changes,Major changes,Works pretty well/Only minor changes,Works pretty well/Only minor changes,,,,1. Poor people today have it easy because they can get government benefits without doing anything in return [OR],2. Homosexuality should be discouraged by society,Don't know/Refused (VOL.),Republican Party,Republican Party,Republican Party,Not working together,Barack Obama [OR],There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Increased,,,,Somewhat,Like rewarding them for doing something wrong,Strongly oppose,Strongly oppose,,,,,Not inevitable,Control gun ownership,Not at all likely,"Yes, would",Favor,Favor,Oppose,,No,No,No,No,,,,,,Not at all,Don't know/Refused (VOL.),Should,,,,,,"No, nobody in household owns a gun",Mostly unfavorable,Mostly unfavorable,Being gay or lesbian is just the way that some people choose to live?,"Yes, a lot of conflict",Yes,Some [OR],No,No,Somewhat upset,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Is a sin,Female,63.0,55-64,50-64,Two year associate degree from any college or university,Some coll/Assoc degree,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"Yes, would",Once a week,Very important,Married,,,No,Yes,,"20 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Republican,Conservative,No opinion either way,2.0,2.0,"Yes, have cell phone",,,,All or almost all calls on a regular home phone,,"Dual/few, some cell",Dual from LL,2.2758620689655173,3.4166666666666665,,2.3103448275862073
102763.0,Landline,50313.0,130502.0,2.0,No,English,5/2 - changes,South,Alabama,2.0,Rural,South,Alabama,R,Female,Black or African-American,Leading newspapers and TV stations around the country,Male first,,Form 1,Form 1A,,Dissatisfied,,Disapprove,Disapprove,Disapprove,Able to get things done,Not a strong leader,Stands up for what he believes in,,None at all,Some,Some,Some,Some,Completely rebuilt,Works pretty well/Only minor changes,Completely rebuilt,Completely rebuilt,,,,Don't know/Refused (VOL.),1. Homosexuality should be accepted by society [OR],1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Republican Party,Republican Party,Republican Party,Not working together,Barack Obama [OR],There should be a way for those who meet certain requirements to stay in the country legally,"Be able to apply for permanent residency, but not U.S. citizenship",Increased,,,,A lot,Don't know/Refused (VOL.),Don't know/Refused (VOL.),Favor,,,,,Inevitable,Protect the right of Americans to own guns,Not at all likely,"No, would not",Don't know/Refused (VOL.),Oppose,Favor,,No,Yes,No,No,,Yes,,,,A great deal,Right amount,Should not,,,,,,"Yes, both (VOL.)",Mostly favorable,Mostly favorable,People are born gay or lesbian,"No, no conflict",Yes,Some [OR],Yes,No,Not upset,It Doesn't bother you to be around homosexuals [OR],Answer given,ROB HUDSON,Rock Hudson,,,,,,,,Is a sin,Male,51.0,45-54,50-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"Yes, would",Once a week,Very important,Divorced,Yes,Yes,No,Yes,,"$150,000 or more",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Republican,Conservative,Agree,2.0,2.0,"Yes, have cell phone",,,,All or almost all calls on a cell phone,,Dual/most cell,Dual from LL,3.137931034482759,5.083333333333333,,2.1724137931034484
102767.0,Landline,50513.0,130502.0,3.0,Yes,English,5/2 - changes,Midwest,Wisconsin,2.0,Urban,Midwest,Wisconsin,U,Male,Hispanic,Leading newspapers and TV stations around the country,Male first,,Form 1,Form 1A,,Satisfied,,Approve,Disapprove,Approve,Able to get things done,A strong leader,Stands up for what he believes in,,A lot,A lot,A lot,Some,A lot,Don't know/Refused (VOL.),Major changes,Major changes,Works pretty well/Only minor changes,,,,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,1. Homosexuality should be accepted by society [OR],2. The Islamic religion does not encourage violence more than others,Democratic Party,Democratic Party,Democratic Party,Not working together,Republican leaders in Congress,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Kept at present level,,,,Not much,Don't know/Refused (VOL.),Favor,Favor,,,,,Inevitable,Control gun ownership,"Not too likely, or",Depends (VOL.),Favor,Favor,Oppose,,No,No,No,Yes,,,,No,,Not at all,Too much,Should,,,,,,"No, nobody in household owns a gun",Very favorable,Very favorable,Being gay or lesbian is just the way that some people choose to live?,"No, no conflict",Yes,Some [OR],No,No,Not upset,It Doesn't bother you to be around homosexuals [OR],Don't know/Refused,,Don't know/Refused,,,,,,,,Is not a sin,Male,61.0,55-64,50-64,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"No, would not",A few times a year,Not too important,Widowed,Not sure,No,No,Yes,,"20 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Very liberal,,1.0,,"No, do not",,,,,,LLO,LLO,3.9655172413793105,4.25,,4.655172413793104
102779.0,Landline,50513.0,130501.0,3.0,Yes,English,5/2 - changes,South,Texas,Lowest,Suburban,South,Texas,S,Female,Black or African-American,Leading newspapers and TV stations around the country,Male first,,Form 2,,,,Don't know/Refused (VOL.),Disapprove,Disapprove,Disapprove,Not able to get things done,A strong leader,,Fights hard,Some,Some,A lot,Some,A lot,Major changes,,,,Works pretty well/Only minor changes,Major changes,Works pretty well/Only minor changes,1. Poor people today have it easy because they can get government benefits without doing anything in return [OR],1. Homosexuality should be accepted by society [OR],Don't know/Refused (VOL.),Don't know/Refused (VOL.),Don't know/Refused (VOL.),Democratic Party,Not working together,[VOL. DO NOT READ] Both,There should be a way for those who meet certain requirements to stay in the country legally,[VOL. DO NOT READ] Don't know/Refused,Decreased,,,,Not much,Don't think of it this way,Oppose,,,,,,Inevitable,Protect the right of Americans to own guns,"Not too likely, or","Yes, would",Oppose,Favor,,Favor,No,No,No,No,,,,,,Not at all,Don't know/Refused (VOL.),Should not,,,,,,"Yes, someone else",Don't know/Refused (VOL.),Don't know/Refused (VOL.),People are born gay or lesbian,"Yes, a little conflict",Yes,Only one or two,No,No,,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Don't know/Refused (VOL.),Female,86.0,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),HS grad or less,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,",Nothing in particular,,,A few times a year,Very important,Married,,,No,Yes,,"40 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Conservative,No opinion either way,2.0,2.0,"Yes, have cell phone",,,,All or almost all calls on a regular home phone,,"Dual/few, some cell",Dual from LL,2.931034482758621,4.75,,2.3793103448275863
102782.0,Landline,50313.0,130502.0,2.0,No,English,5/2 - changes,South,Alabama,3.0,Urban,South,Alabama,U,Female,White,Leading newspapers and TV stations around the country,Male first,,Form 2,,,,Wrong track,Approve,Disapprove,Approve,Able to get things done,A strong leader,,Fights hard,A lot,Some,Only a little,A lot,Some,Major changes,,,,Works pretty well/Only minor changes,Major changes,Completely rebuilt,1. Poor people today have it easy because they can get government benefits without doing anything in return [OR],2. Homosexuality should be discouraged by society,Don't know/Refused (VOL.),Both equally (VOL.),Both equally (VOL.),Democratic Party,Not working together,[VOL. DO NOT READ] Both,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Increased,,,,Somewhat,Don't know/Refused (VOL.),Strongly oppose,,,,,,Don't know/Refused (VOL.),Protect the right of Americans to own guns,Somewhat likely,"Yes, would",Oppose,Oppose,,Oppose,No,No,No,No,,,,,,A great deal,Don't know/Refused (VOL.),Should,,,,,,"No, nobody in household owns a gun",Very unfavorable,Very unfavorable,[VOL. DO NOT READ] Don't know/Refused,Don't know/Refused (VOL.),No,,,,,It makes you uncomfortable to be around homosexuals,,,,,,Answer given,BECAUSE WHAT THE BIBLE SAYS. GOD CREATED A MAN & A WOMAN TO GO & MULTIPLY TO BRING UP CHILDREN. HOMOSEXUALITY IS A SIN.,Morally wrong,Man and a woman/Life is about creating life (biology),,Is a sin,Female,68.0,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),HS grad or less,No,"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",,,,Black,"Black, non-Hisp",,,"One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"Yes, would",A few times a year,Very important,Widowed,No,No,No,No,,"Less than $10,000",[VOL. DO NOT READ] Don’t know/Refused,Democrat,,Moderate,,1.0,,"No, do not",,,,,,LLO,LLO,3.3793103448275863,4.083333333333333,,4.689655172413794
102784.0,Landline,50513.0,130501.0,5.0,Yes,English,5/2 - changes,Midwest,Illinois,Lowest,Rural,Midwest,Illinois,R,Female,Hispanic,Leading newspapers and TV stations around the country,Male first,,Form 2,,,,Right direction,Approve,Disapprove,Approve,Able to get things done,A strong leader,,Fights hard,A lot,Some,A lot,Some,None at all,Completely rebuilt,,,,Completely rebuilt,Completely rebuilt,Works pretty well/Only minor changes,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,1. Homosexuality should be accepted by society [OR],1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Republican Party,Democratic Party,Democratic Party,Not working together,Republican leaders in Congress,There should be a way for those who meet certain requirements to stay in the country legally,"Be able to apply for permanent residency, but not U.S. citizenship",Kept at present level,,,,A lot,Don't think of it this way,Favor,,,,,,Not inevitable,Protect the right of Americans to own guns,Not at all likely,"Yes, would",Oppose,Oppose,,Oppose,Yes,No,No,Yes,Yes,,,Yes,No,A great deal,Too little,Should not,,,,,,"Yes, respondent",Mostly favorable,Mostly favorable,Being gay or lesbian is just the way that some people choose to live?,"No, no conflict",Yes,Some [OR],Yes,Yes,,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Is not a sin,Male,59.0,55-64,50-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,",Nothing in particular,,,Seldom,Very important,Living with a partner,No,,No,No,Yes,"40 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Very liberal,,3.0,3.0,"Yes, have cell phone",,,,Some on a cell phone and some on a regular home phone,,"Dual/few, some cell",Dual from LL,1.931034482758621,4.166666666666667,,1.3448275862068968
102791.0,Landline,50313.0,130503.0,2.0,No,English,5/2 - changes,Midwest,Missouri,Highest,Urban,Midwest,Missouri,U,Female,Black or African-American,Some important issues today,Female first,,Form 1,Form 1A,,Satisfied,,Approve,Disapprove,Approve,Able to get things done,A strong leader,Stands up for what he believes in,,A lot,Some,Some,Only a little,Some,Works pretty well/Only minor changes,Completely rebuilt,Major changes,Works pretty well/Only minor changes,,,,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,1. Homosexuality should be accepted by society [OR],2. The Islamic religion does not encourage violence more than others,Democratic Party,Democratic Party,Democratic Party,Not working together,Republican leaders in Congress,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Don't know/Refused (VOL.),,,,Somewhat,Don't think of it this way,Favor,Strongly favor,,,,,Inevitable,Control gun ownership,Somewhat likely,Don't know/Refused (VOL.),Favor,Favor,Don't know/Refused (VOL.),,No,No,No,No,,,,,,A great deal,Too much,Should,,,,,,"No, nobody in household owns a gun",Mostly favorable,Very favorable,Being gay or lesbian is a result of a person's upbringing [OR],"No, no conflict",Yes,Only one or two,Yes,Yes,Somewhat upset,It Doesn't bother you to be around homosexuals [OR],Answer given,ELLEN DEGENERES,Ellen DeGeneres,,,,,,,,Is not a sin,Female,58.0,55-64,50-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,",Roman Catholic (Catholic),,"No, would not",Once or twice a month,Very important,Divorced,Yes,No,No,Yes,,"20 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Very liberal,,1.0,,"No, do not",,,,,,LLO,LLO,2.413793103448276,3.2500000000000004,,3.344827586206897
102801.0,Landline,50313.0,130502.0,2.0,No,English,5/2 - changes,Midwest,Illinois,Highest,Urban,Midwest,Illinois,U,Female,Hispanic,Leading newspapers and TV stations around the country,Female first,,Form 1,Form 1A,,Satisfied,,Approve,Disapprove,Approve,Not able to get things done,A strong leader,Stands up for what he believes in,,A lot,A lot,A lot,Some,A lot,Major changes,Major changes,Major changes,Works pretty well/Only minor changes,,,,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,1. Homosexuality should be accepted by society [OR],2. The Islamic religion does not encourage violence more than others,Democratic Party,Democratic Party,Democratic Party,Not working together,[VOL. DO NOT READ] Both,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Increased,,,,Nothing,Don't think of it this way,Strongly favor,Favor,,,,,Inevitable,Control gun ownership,Not at all likely,"Yes, would",Favor,Favor,Oppose,,Yes,No,No,No,Yes,,,,Don't know/Refused (VOL.),Somewhat,Too much,Should,,,,,,"Yes, respondent",Mostly favorable,Mostly favorable,Being gay or lesbian is just the way that some people choose to live?,"No, no conflict",Yes,A lot,No,No,Not upset,It Doesn't bother you to be around homosexuals [OR],Don't know/Refused,,Don't know/Refused,,,,,,,,Is not a sin,Male,80.0,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD...)",Coll+,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,",Agnostic (not sure if there is a God),,,A few times a year,Not at all important,Divorced,No,No,No,Yes,,"50 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Liberal [OR],,1.0,,"Yes, have cell phone",,,[VOL. DO NOT READ] Don’t know/Refused,,,"Dual/few, some cell",Dual from LL,1.0,1.3333333333333335,,1.0
102804.0,Landline,50313.0,130501.0,2.0,No,English,5/2 - changes,South,Texas,Highest,Suburban,South,Texas,S,Male,Black or African-American,Leading newspapers and TV stations around the country,Female first,,Form 1,Form 1A,,Don’t know/Refused (VOL.),,Approve,Disapprove,Disapprove,Able to get things done,A strong leader,Don't know/Refused (VOL.),,Some,Some,Some,Some,Some,Completely rebuilt,Completely rebuilt,Completely rebuilt,Major changes,,,,Neither/both equally (VOL.),Neither/both equally (VOL.),1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Republican Party,Both equally (VOL.),Both equally (VOL.),Not working together,[VOL. DO NOT READ] Both,There should be a way for those who meet certain requirements to stay in the country legally,"Be able to apply for permanent residency, but not U.S. citizenship",Kept at present level,,,,Somewhat,Don't think of it this way,Favor,Favor,,,,,Inevitable,Protect the right of Americans to own guns,Not at all likely,"No, would not",Favor,Oppose,Oppose,,Yes,Yes,No,Don't know/Refused (VOL.),No,No,,,,Not too much,Right amount,Should,,,,,,"Yes, respondent",Mostly favorable,Don't know/Refused (VOL.),People are born gay or lesbian,"Yes, a lot of conflict",No,,,,Somewhat upset,Don't know/Refused (VOL.),Don't know/Refused,,Don't know/Refused,,,,,,,,Is a sin,Male,48.0,45-54,30-49,Two year associate degree from any college or university,Some coll/Assoc degree,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"No, would not",Once a week,Very important,Married,,,Yes,,,"40 to under $50,000",Are you NOT registered to vote at your current address,Independent,Democrat,Liberal [OR],,6.0,3.0,"Yes, have cell phone",,,,All or almost all calls on a cell phone,,Dual/most cell,Dual from LL,7.448275862068966,25.75,,7.03448275862069
